Date,Title,Publisher,Description,Link
02/10/2023,Twitter reportedly took so long to fix a huge outage because ...,Pocket-lint,https://www.pocket-lint.com/twitter-reportedly-took-so-long-to-fix-a-huge-outage-because-elon-musk-decimated-the-team-responsible-for-it/,Twitter CEO and owner Elon Musk has been on a cost-cutting tear since he took over the company in late 2022. Having spent $44 billion on the company Musk...
02/10/2023,Elon Musk’s Neuralink probed over material shipments,The Seattle Times,https://www.seattletimes.com/business/elon-musks-neuralink-probed-over-material-shipments/,Elon Musk's brain-implant company Neuralink is being probed over its shipping methods after an animal rights group contacted the U.S. Department of...
02/10/2023,Elon Musk reportedly fires top Twitter engineer for sharing an uncomfortable truth: People just aren’t that interested in his antics anymore,Yahoo Finance,https://finance.yahoo.com/news/elon-musk-reportedly-fires-top-095106157.html,"Elon Musk called a meeting Tuesday with the social media platform's top engineers to demand an explanation, reported Platformer, a newsletter from tech..."
02/10/2023,Elon Musk Threatens To Remove Legacy Blue Checks Because They Are 'Truly Corrupt',HuffPost,https://www.huffpost.com/entry/elon-musk-twitter-legacy-blue-checks_n_63e691f2e4b02c257376429a,Elon Musk Threatens To Remove Legacy Blue Checks Because They Are 'Truly Corrupt'. Twitter's big cheese said he plans to do away with the category of blue check...
02/10/2023,Why Tesla stock is having a dominant start to 2023,Business Insider,https://www.businessinsider.com/elon-musk-tesla-stock-markets-investing-vanda-research-trading-2023-2023-2,Elon Musk's company last year saw $700 billion in market value wiped off as rising interest rates weighed on investors' appetite for growth stocks. Not only...
02/11/2023,Elon Musk's Neuralink is under investigation for possible unsafe transport of contaminated hardware,CNBC,https://www.cnbc.com/2023/02/11/elon-musks-neuralink-is-under-investigation.html,Elon Musk's Neuralink is under investigation for possible unsafe transport of contaminated hardware ... Tesla CEO Elon Musk and his security detail depart the...
02/11/2023,Group Gathers Outside Twitter's SF Headquarters to Protest Elon Musk,NBC Bay Area,https://www.nbcbayarea.com/news/tech/group-gathers-outside-twitters-sf-headquarters-to-protest-mass-layoffs/3154986/,"Activists gathered outside Twitter headquarters Saturday morning to protest owner Elon Musk's layoffs of thousands of Twitter workers. Musk, the billionaire..."
02/11/2023,Legacy Twitter blue checks to be removed soon: Elon Musk,The Economic Times,https://economictimes.indiatimes.com/tech/technology/legacy-twitter-blue-checks-to-be-removed-soon-elon-musk/articleshow/97816670.cms,"""Dear @elonmusk, the blue verification mark is now become a joke. Earlier the blue tick verification was only given to ppl who were public figures and political..."
02/11/2023,A former Twitter engineer says it took 20 interviews to find a new job after getting laid off by Elon Musk,Yahoo News,https://news.yahoo.com/former-twitter-engineer-says-took-113555318.html,"Andrew Glose, a senior Android engineer, was one victim of Elon Musk's mass layoffs in November. He wrote on LinkedIn that finding a new role was the ""hardest I..."
02/11/2023,Elon Musk Resorts To Asking Users To ‘Like’ Competing Electric Car Ad On Twitter,Forbes,https://www.forbes.com/sites/mattnovak/2023/02/11/elon-musk-resorts-to-asking-users-to-like-competing-electric-car-ad-on-twitter/,"The ad, which features actor Kevin Bacon and his daughter Sosie Bacon, is for the Hyundai Ioniq 6 electric car, which is a direct competitor of Musk's own..."
02/11/2023,Elon Musk Makes a New Statement About Cybertruck and The ...,Torque News,https://www.torquenews.com/1/elon-musk-makes-new-statement-about-cybertruck-and-look-our-roads,Tesla CEO Elon Musk just made a new tweeter statement about Cybertruck as Tesla's electric pickup truck is going through beta test production.
02/11/2023,Elon Musk inches close to reclaim throne of world's richest ...,Interesting Engineering,https://interestingengineering.com/culture/elon-musk-inches-close-worlds-richest,"Elon Musk may soon ""reclaim the title of world's richest person,"" claimed a media report on Saturday. ""Separating the Tesla CEO and first place within the..."
02/11/2023,Tesla's vocal shareholder to pursue board seat to rein in Elon Musk,The National,https://www.thenationalnews.com/business/technology/2023/02/12/tesla-shareholder-gerber-to-pursue-board-seat-to-rein-in-musk/,Mr Musk and representatives for Tesla did not respond to requests for comment. Mr Gerber did not say how he intended to win the board seat. He said he had close...
02/11/2023,Biden admin. dangles $7.5B Tesla subsidy if Musk unlocks Supercharging network,Fox Business,https://www.foxbusiness.com/politics/biden-admin-dangles-7-5b-tesla-subsidy-musk-unlocks-supercharging-network,Tesla CEO Elon Musk has previously expressed openness to the idea of accommodating electric vehicles from other companies at their charging stations.
02/11/2023,Bizarre! Elon Musk's Tesla Roadster car may crash into Earth from SPACE; this is WHEN,HT Tech,https://tech.hindustantimes.com/tech/news/bizarre-elon-musk-s-tesla-roadster-car-may-crash-into-earth-from-space-this-is-when-71676119567438.html,"In 2017, Elon Musk, the CEO of SpaceX, was preparing for the test flight of the Falcon Heavy, a partially reusable launch vehicle."
02/12/2023,Elon Musk said Twitter engineers fixed 2 'significant' problems that meant most of his tweets were 'not getting delivered',Yahoo News,https://news.yahoo.com/elon-musk-said-twitter-engineers-113040491.html,"Elon Musk said Twitter engineers fixed 2 'significant' problems that meant most of his tweets were 'not getting delivered'. Jyoti Mann. February 12, 2023 ·2 min..."
02/12/2023,Elon Musk gives peek into a 'long day' of solving problems at Twitter's San Francisco HQ,Republic World,https://www.republicworld.com/technology-news/social-media-news/elon-musk-gives-peek-into-a-long-day-of-solving-problems-at-twitters-san-francisco-hq-articleshow.html,Twitter CEO Elon Musk took to his social media handle on Sunday to give a glimpse into the “long” day he spent at the social networking company's head office.
02/12/2023,Elon Musk’s Twitter resolves two major issues: Report,The Hindu Business Line,https://www.thehindubusinessline.com/info-tech/social-media/elon-musks-twitter-resolves-two-major-issues-report/article66503129.ece,Twitter CEO Elon Musk revealed that the company engineered two major issues on the platform during a long day at Twitter HQ. Musk said that the 'Fanout...
02/12/2023,Elon Musk Seen Sitting with Rupert Murdoch and Elisabeth Murdoch at Super Bowl,Variety,https://variety.com/2023/biz/news/elon-musk-rupert-murdoch-super-bowl-elisabeth-1235520872/,Elon Musk had a prime seat at State Farm Stadium for Super Bowl LVII. Fox Sports cameras captured the maverick billionaire sitting with Fox Corp. and News...
02/12/2023,Elon Musk says he was talking to Rupert Murdoch about 'Dogecoin' after they were spotted,Daily Mail,https://www.dailymail.co.uk/news/article-11743633/Billionaires-box-Elon-Musk-spotted-chatting-Elisabeth-Murdoch-Rupert-Super-Bowl.html,"Elon Musk cozies up to Rupert Murdoch, his daughter Elisabeth and new girlfriend Ann-Lesley Smith at Super Bowl LVII - as he jokes they chatted about Dogecoin."
02/12/2023,Elon Musk Boosts Dogecoin By 5% During Super Bowl,Bitcoinist,https://bitcoinist.com/elon-musk-dogecoin-by-5-super-bowl/,Twitter CEO Elon Musk put the Dogecoin price on a short rally of 5.7% a few hours ago as he once again expressed his love for the meme coin.
02/12/2023,Elon Musk defends limitations on Ukraine's military use of Starlink satellites,Fox Business,https://www.foxbusiness.com/technology/elon-musk-defends-limitations-ukraines-military-starlink-satellites,@elonmusk Ukraine desperately needs your continued support. Please restore the full functionality of your Starlink satellites. Defense from a genocidal invasion...
02/12/2023,This anti-Tesla Super Bowl ad features a literally striking visual,Mashable,https://mashable.com/article/super-bowl-anti-tesla-ad-elon-musk-nfl-twitter,O'Dowd and his group has had its sights set on Elon Musk's Tesla for some time ... While Musk might or might not be happy with the Super Bowl ad targeting...
02/12/2023,"Elon Musk says Washington Post needs a 'thorough housecleaning,' Twitter users suggest he purchase the paper",Fox Business,https://www.foxbusiness.com/media/elon-musk-says-washington-post-needs-thorough-housecleaning-twitter-users-suggest-purchase-paper,Twitter CEO Elon Musk criticized The Washington Post on Saturday after one of its reporters was called out for her comments claiming some scientists had a...
02/12/2023,"Did Elon Musk Say, 'When Something Is Important Enough ...",Snopes.com,https://www.snopes.com/fact-check/elon-musk-when-something-important-quote/,"Did Elon Musk Say, 'When Something Is Important Enough, Do It, Even if Odds Are Not in Your Favor'?. We traced the origins of this inspirational quote to the..."
02/13/2023,Did Elon Musk Delete a 'Go Eagles' Tweet After Team's Super ...,Snopes.com,https://www.snopes.com/fact-check/elon-musk-eagles-tweet/,A tweet in which Elon Musk cheered for the Philadelphia Eagles in Super Bowl LVII was deleted from his account after the team lost. Rating:.
02/13/2023,"Elon Musk seeks suggestions for Twitter features, bug fixes, here's how users responded",The Economic Times,https://economictimes.indiatimes.com/tech/tech-bytes/elon-musk-seeks-suggestions-for-twitter-features-bug-fixes-heres-how-users-responded/articleshow/97903417.cms,"Since taking over Twitter, billionaire CEO Elon Musk has overhauled the platform. Now, Musk has asked Twitter users to share their requests for features and bug..."
02/13/2023,Elon Musk has suddenly appeared in everyone's Twitter feed and no one knows why,Neowin,https://www.neowin.net/news/elon-musk-has-suddenly-appeared-in-everyones-twitter-feed-and-no-one-knows-why/,"In a bizarre incident, numerous users and publications have reported on Monday that their Twitter 'For You' feed is flooded with Elon Musk's tweets."
02/13/2023,Elon Musk 'Monitoring' Potential Bid for Manchester United,Front Office Sports,https://frontofficesports.com/elon-musk-bid-manchester-united-glazer-owner/,"Elon Musk speaks during a panel. Suzanne Cordeiro/USA TODAY NETWORK. As potential buyers for Manchester United continue to line up, a..."
02/13/2023,"Elon Musk may be interested in Man United bid, says report",World Soccer Talk,https://worldsoccertalk.com/news/elon-musk-may-be-interested-in-man-united-bid-says-report-20230213-WST-419559.html,"One of the potential buyers for Manchester United could be Elon Musk, one of the wealthiest people in the world. The CEO of Twitter, Tesla and SpaceX may be..."
02/13/2023,Elon Musk ‘considering shock Man Utd takeover with £157bn-rated mad-cap Twitter and Tesla owner mulling £4...,The US Sun,https://www.the-sun.com/sport/7378938/elon-musk-man-utd-takeover-bid/,"TECH billionaire and the world's SECOND richest man, Elon Musk, is considering a shock takeover swoop for Manchester United, according to reports."
02/13/2023,Elon Musk spends a ‘long day’ at Twitter HQ to improve these features,Times of India,https://timesofindia.indiatimes.com/gadgets-news/elon-musk-spends-a-long-day-at-twitter-hq-to-improve-these-features/articleshow/97872384.cms,Tesla CEO Elon Musk acquired the social media platform Twitter in October 2022. Despite the several personnel and policy changes along with the criticisms...
02/13/2023,Elon Musk snubs ex-Nasa astronaut over Starlink for Ukraine: ‘We will not enable escalation of conflict that may lead to WWIII’,Yahoo News,https://news.yahoo.com/elon-musk-snubs-ex-nasa-145737766.html,"However, we will not contribute to escalation of conflict that could lead to World War 3.” The disagreement follows Mr Musk's declaration on 31 January that he..."
02/13/2023,Elon Musk's Neuralink Under Investigation for 'Human Safety ...,Entrepreneur,https://www.entrepreneur.com/business-news/elon-musks-neuralink-under-investigation-human-safety/444914,Elon Musk's brain-computer interface company Neuralink is under investigation by the U.S. Department of Transportation after a physician's group alleged the...
